feature,score,selected
total_lmp_da,1.1556158975742674,True
system_energy_price_da,0.6318484209313291,True
gen_fuel_gas_mw,0.4617576311457596,True
gen_fuel_oil_mw,0.2898304190158816,True
gen_fuel_multiple_fuels_mw,0.2678565041352633,True
gen_fuel_multiple_fuels_pct,0.2437288205111177,True
gen_fuel_gas_pct,0.21935880627566498,True
gen_fuel_oil_pct,0.18602249439223345,True
gen_fuel_solar_pct,0.17245841087807953,True
forecast_load_mw_day_ahead,0.1531680124616266,True
total_losses,0.13463292952738312,True
prelim_load_avg_hourly,0.1276168765560397,True
congestion_price_da,0.12747185633731067,True
da_as_as_req_mw_thirty_minutes_reserve,0.11614797118168513,True
gen_fuel_solar_mw,0.11058794472120187,True
gen_fuel_nuclear_mw,0.08573935622079203,True
da_as_mcp_primary_reserve,0.08329386755029271,True
marginal_loss_price_rt,0.08103845455453718,True
wind_generation_mw,0.07683313488758883,True
gen_fuel_nuclear_pct,0.07076103202475356,True
forecast_load_mw_latest_available,0.0701023049579114,True
gen_fuel_wind_pct,0.06233418632935622,True
total_pjm_rt_load_mwh,0.05608182845829248,True
da_as_as_req_mw_primary_reserve,0.05398248778597868,True
da_as_as_req_mw_synchronized_reserve,0.05321311516516836,True
gen_fuel_hydro_mw,0.048437885404050605,True
gross_sched_interchange_mw,0.043335262641084546,True
total_pjm_reg_purchases,0.03514662292010068,True
da_as_total_mw_thirty_minutes_reserve,0.029570083173588644,True
da_as_as_mw_thirty_minutes_reserve,0.02941257862230667,True
rmccp,0.02542949671341515,True
gross_inadv_interchange_mw,0.021031706400312315,True
gen_fuel_other_renewables_pct,0.01773998717287845,True
total_pjm_rmpcp_cr,0.015708513141630524,True
gen_fuel_other_renewables_mw,0.015493569739145768,True
metered_load_mw,0.012050529035431941,True
congestion_price_rt,0.012026499588122044,False
da_as_total_mw_primary_reserve,0.011434945762501285,False
da_as_as_mw_primary_reserve,0.010440459114292585,False
da_as_nsr_mw_primary_reserve,0.008647823341930068,False
gen_fuel_storage_mw,0.008322787243953364,False
total_pjm_self_sched_reg,0.008136496746700136,False
total_pjm_assigned_reg,0.007039583168591115,False
system_energy_price_rt,0.006848741025429196,False
gross_actual_interchange_mw,0.005526687952546972,False
net_actual_interchange_mw,0.005005204431241063,False
total_pjm_loc_credit,0.004718876795786238,False
total_lmp_rt,0.0024447907689174597,False
net_inadv_interchange_mw,0.0023958176698293068,False
rmpcp,0.0012140213693787431,False
total_gen,0.0,False
solar_generation_mw,0.0,False
gen_fuel_coal_mw,0.0,False
gen_fuel_wind_mw,0.0,False
gen_fuel_coal_pct,0.0,False
gen_fuel_hydro_pct,0.0,False
gen_fuel_storage_pct,0.0,False
total_pjm_rmccp_cr,0.0,False
da_as_mcp_synchronized_reserve,0.0,False
da_as_mcp_thirty_minutes_reserve,0.0,False
da_as_total_mw_synchronized_reserve,0.0,False
da_as_as_mw_synchronized_reserve,0.0,False
da_as_ss_mw_primary_reserve,0.0,False
da_as_ss_mw_synchronized_reserve,0.0,False
da_as_ss_mw_thirty_minutes_reserve,0.0,False
da_as_ircmwt2_primary_reserve,0.0,False
da_as_ircmwt2_synchronized_reserve,0.0,False
da_as_ircmwt2_thirty_minutes_reserve,0.0,False
net_sched_interchange_mw,0.0,False
