group_id,trial,candidate_group,group_size,source_heads,source_anchors,mean_residual_val_mse,mean_reconstructed_y_val_r2,mean_anchor_sensitivity,inactive_anchor_count,target_r2,lambda_dgate,threshold_ratio,global_group_key
group_015,trial_03_lam0p0001,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.4803240597248077,0.883337140083313,0.0252902805805206,0,0.95,0.0001,0.35,system_energy_price_da;metered_load_mw
group_015,trial_03_lam0p0001,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.4803240597248077,0.883337140083313,0.0252902805805206,0,0.95,0.0001,0.5,system_energy_price_da;metered_load_mw
group_011,trial_03_lam0p0001,marginal_loss_price_rt;metered_load_mw,2,12,marginal_loss_price_rt,0.4815431833267212,0.8830409646034241,0.0196626782417297,0,0.95,0.0001,0.35,marginal_loss_price_rt;metered_load_mw
group_011,trial_03_lam0p0001,marginal_loss_price_rt;metered_load_mw,2,12,marginal_loss_price_rt,0.4815431833267212,0.8830409646034241,0.0196626782417297,0,0.95,0.0001,0.5,marginal_loss_price_rt;metered_load_mw
group_003,trial_03_lam0p0001,da_as_mcp_primary_reserve;metered_load_mw,2,18,da_as_mcp_primary_reserve,0.4848363101482391,0.8822411894798279,0.0100397169589996,0,0.95,0.0001,0.35,da_as_mcp_primary_reserve;metered_load_mw
group_003,trial_03_lam0p0001,da_as_mcp_primary_reserve;metered_load_mw,2,18,da_as_mcp_primary_reserve,0.4848363101482391,0.8822411894798279,0.0100397169589996,0,0.95,0.0001,0.5,da_as_mcp_primary_reserve;metered_load_mw
group_004,trial_03_lam0p0001,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.4854942858219147,0.8820813298225403,0.0320815742015838,0,0.95,0.0001,0.35,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_004,trial_03_lam0p0001,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.4854942858219147,0.8820813298225403,0.0320815742015838,0,0.95,0.0001,0.5,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_016,trial_03_lam0p0001,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.4884132146835327,0.8813723921775818,0.0357909202575683,0,0.95,0.0001,0.35,total_lmp_da;metered_load_mw
group_016,trial_03_lam0p0001,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.4884132146835327,0.8813723921775818,0.0357909202575683,0,0.95,0.0001,0.5,total_lmp_da;metered_load_mw
group_014,trial_03_lam0p0001,rmccp;metered_load_mw,2,10,rmccp,0.4887427389621734,0.8812924027442932,0.0005104839801788,0,0.95,0.0001,0.35,rmccp;metered_load_mw
group_014,trial_03_lam0p0001,rmccp;metered_load_mw,2,10,rmccp,0.4887427389621734,0.8812924027442932,0.0005104839801788,0,0.95,0.0001,0.5,rmccp;metered_load_mw
group_006,trial_03_lam0p0001,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.4907150864601135,0.8808133602142334,0.0764076709747314,0,0.95,0.0001,0.35,gen_fuel_multiple_fuels_pct;metered_load_mw
group_006,trial_03_lam0p0001,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.4907150864601135,0.8808133602142334,0.0764076709747314,0,0.95,0.0001,0.5,gen_fuel_multiple_fuels_pct;metered_load_mw
group_018,trial_03_lam0p0001,total_pjm_loc_credit;metered_load_mw,2,6,total_pjm_loc_credit,0.490825206041336,0.8807865381240845,0.0030126869678497,0,0.95,0.0001,0.35,total_pjm_loc_credit;metered_load_mw
group_018,trial_03_lam0p0001,total_pjm_loc_credit;metered_load_mw,2,6,total_pjm_loc_credit,0.490825206041336,0.8807865381240845,0.0030126869678497,0,0.95,0.0001,0.5,total_pjm_loc_credit;metered_load_mw
group_019,trial_03_lam0p0001,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.4916934072971344,0.8805756568908691,-0.0023731589317321,1,0.95,0.0001,0.35,total_pjm_rmccp_cr;metered_load_mw
group_019,trial_03_lam0p0001,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.4916934072971344,0.8805756568908691,-0.0023731589317321,1,0.95,0.0001,0.5,total_pjm_rmccp_cr;metered_load_mw
group_002,trial_03_lam0p0001,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.4918705523014068,0.8805326223373413,-0.0007760822772979,1,0.95,0.0001,0.35,congestion_price_rt;metered_load_mw
group_002,trial_03_lam0p0001,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.4918705523014068,0.8805326223373413,-0.0007760822772979,1,0.95,0.0001,0.5,congestion_price_rt;metered_load_mw
group_017,trial_02_lam3e-05,total_losses;metered_load_mw,2,2,total_losses,0.4938311874866485,0.8800565004348755,0.055580586194992,0,0.95,3e-05,0.5,total_losses;metered_load_mw
group_005,trial_03_lam0p0001,gen_fuel_multiple_fuels_mw;metered_load_mw,2,8,gen_fuel_multiple_fuels_mw,0.4947905242443084,0.8798233866691589,0.020043522119522,0,0.95,0.0001,0.35,gen_fuel_multiple_fuels_mw;metered_load_mw
group_005,trial_03_lam0p0001,gen_fuel_multiple_fuels_mw;metered_load_mw,2,8,gen_fuel_multiple_fuels_mw,0.4947905242443084,0.8798233866691589,0.020043522119522,0,0.95,0.0001,0.5,gen_fuel_multiple_fuels_mw;metered_load_mw
group_007,trial_03_lam0p0001,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.4950374066829681,0.8797634840011597,0.0439738929271698,0,0.95,0.0001,0.35,gen_fuel_other_renewables_mw;metered_load_mw
group_007,trial_03_lam0p0001,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.4950374066829681,0.8797634840011597,0.0439738929271698,0,0.95,0.0001,0.5,gen_fuel_other_renewables_mw;metered_load_mw
group_017,trial_03_lam0p0001,total_losses;metered_load_mw,2,2,total_losses,0.4979619681835174,0.8790530562400818,0.0445698201656341,0,0.95,0.0001,0.35,total_losses;metered_load_mw
group_017,trial_03_lam0p0001,total_losses;metered_load_mw,2,2,total_losses,0.4979619681835174,0.8790530562400818,0.0445698201656341,0,0.95,0.0001,0.5,total_losses;metered_load_mw
group_020,trial_03_lam0p0001,total_pjm_self_sched_reg;metered_load_mw,2,4,total_pjm_self_sched_reg,0.4981599152088165,0.8790050745010376,0.0020115077495574,0,0.95,0.0001,0.35,total_pjm_self_sched_reg;metered_load_mw
group_020,trial_03_lam0p0001,total_pjm_self_sched_reg;metered_load_mw,2,4,total_pjm_self_sched_reg,0.4981599152088165,0.8790050745010376,0.0020115077495574,0,0.95,0.0001,0.5,total_pjm_self_sched_reg;metered_load_mw
group_010,trial_03_lam0p0001,marginal_loss_price_da;metered_load_mw,2,15,marginal_loss_price_da,0.4982243180274963,0.8789893388748169,0.0247571468353271,0,0.95,0.0001,0.35,marginal_loss_price_da;metered_load_mw
group_010,trial_03_lam0p0001,marginal_loss_price_da;metered_load_mw,2,15,marginal_loss_price_da,0.4982243180274963,0.8789893388748169,0.0247571468353271,0,0.95,0.0001,0.5,marginal_loss_price_da;metered_load_mw
group_008,trial_03_lam0p0001,gross_actual_interchange_mw;metered_load_mw,2,17,gross_actual_interchange_mw,0.4999196231365204,0.878577709197998,0.0392431914806366,0,0.95,0.0001,0.35,gross_actual_interchange_mw;metered_load_mw
group_008,trial_03_lam0p0001,gross_actual_interchange_mw;metered_load_mw,2,17,gross_actual_interchange_mw,0.4999196231365204,0.878577709197998,0.0392431914806366,0,0.95,0.0001,0.5,gross_actual_interchange_mw;metered_load_mw
group_007,trial_02_lam3e-05,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.5003331899642944,0.8784772157669067,0.0315462946891784,0,0.95,3e-05,0.35,gen_fuel_other_renewables_mw;metered_load_mw
group_007,trial_02_lam3e-05,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.5003331899642944,0.8784772157669067,0.0315462946891784,0,0.95,3e-05,0.5,gen_fuel_other_renewables_mw;metered_load_mw
group_001,trial_03_lam0p0001,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5003728866577148,0.8784675002098083,0.0001286268234252,0,0.95,0.0001,0.35,congestion_price_da;metered_load_mw
group_001,trial_03_lam0p0001,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5003728866577148,0.8784675002098083,0.0001286268234252,0,0.95,0.0001,0.5,congestion_price_da;metered_load_mw
group_002,trial_02_lam3e-05,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.5026690363883972,0.8779098987579346,-0.0008735656738281,1,0.95,3e-05,0.5,congestion_price_rt;metered_load_mw
group_013,trial_03_lam0p0001,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5044326782226562,0.8774814605712891,0.0018494725227355,0,0.95,0.0001,0.35,net_inadv_interchange_mw;metered_load_mw
group_013,trial_03_lam0p0001,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5044326782226562,0.8774814605712891,0.0018494725227355,0,0.95,0.0001,0.5,net_inadv_interchange_mw;metered_load_mw
group_010,trial_02_lam3e-05,marginal_loss_price_da;metered_load_mw,2,15,marginal_loss_price_da,0.505011260509491,0.8773409128189087,0.0008574128150939,0,0.95,3e-05,0.35,marginal_loss_price_da;metered_load_mw
group_010,trial_02_lam3e-05,marginal_loss_price_da;metered_load_mw,2,15,marginal_loss_price_da,0.505011260509491,0.8773409128189087,0.0008574128150939,0,0.95,3e-05,0.5,marginal_loss_price_da;metered_load_mw
group_009,trial_03_lam0p0001,gross_inadv_interchange_mw;metered_load_mw,2,7,gross_inadv_interchange_mw,0.5059109330177307,0.8771224021911621,0.0470758080482482,0,0.95,0.0001,0.35,gross_inadv_interchange_mw;metered_load_mw
group_009,trial_03_lam0p0001,gross_inadv_interchange_mw;metered_load_mw,2,7,gross_inadv_interchange_mw,0.5059109330177307,0.8771224021911621,0.0470758080482482,0,0.95,0.0001,0.5,gross_inadv_interchange_mw;metered_load_mw
group_005,trial_02_lam3e-05,gen_fuel_multiple_fuels_mw;metered_load_mw,2,8,gen_fuel_multiple_fuels_mw,0.506908655166626,0.8768801093101501,0.0151638984680175,0,0.95,3e-05,0.5,gen_fuel_multiple_fuels_mw;metered_load_mw
group_011,trial_02_lam3e-05,marginal_loss_price_rt;metered_load_mw,2,12,marginal_loss_price_rt,0.5104907751083374,0.8760101795196533,0.0289515256881713,0,0.95,3e-05,0.5,marginal_loss_price_rt;metered_load_mw
group_016,trial_02_lam3e-05,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.511247992515564,0.8758261203765869,0.0170466303825378,0,0.95,3e-05,0.35,total_lmp_da;metered_load_mw
group_016,trial_02_lam3e-05,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.511247992515564,0.8758261203765869,0.0170466303825378,0,0.95,3e-05,0.5,total_lmp_da;metered_load_mw
group_015,trial_02_lam3e-05,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.5120008587837219,0.8756431937217712,0.020273208618164,0,0.95,3e-05,0.5,system_energy_price_da;metered_load_mw
group_009,trial_01_lam1e-05,gross_inadv_interchange_mw;metered_load_mw,2,7,gross_inadv_interchange_mw,0.512861967086792,0.875434160232544,0.0420737862586975,0,0.95,1e-05,0.5,gross_inadv_interchange_mw;metered_load_mw
group_013,trial_01_lam1e-05,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5131623148918152,0.8753612041473389,0.0039396882057189,0,0.95,1e-05,0.5,net_inadv_interchange_mw;metered_load_mw
group_006,trial_01_lam1e-05,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.5137467384338379,0.8752192854881287,0.0361848473548889,0,0.95,1e-05,0.5,gen_fuel_multiple_fuels_pct;metered_load_mw
group_018,trial_02_lam3e-05,total_pjm_loc_credit;metered_load_mw,2,6,total_pjm_loc_credit,0.514418363571167,0.8750560879707336,0.0005328655242919,0,0.95,3e-05,0.5,total_pjm_loc_credit;metered_load_mw
group_015,trial_04_lam0p0003,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.5145053267478943,0.8750350475311279,0.0236197710037231,0,0.95,0.0003,0.25,system_energy_price_da;metered_load_mw
group_015,trial_04_lam0p0003,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.5145053267478943,0.8750350475311279,0.0236197710037231,0,0.95,0.0003,0.35,system_energy_price_da;metered_load_mw
group_015,trial_04_lam0p0003,system_energy_price_da;metered_load_mw,2,3,system_energy_price_da,0.5145053267478943,0.8750350475311279,0.0236197710037231,0,0.95,0.0003,0.5,system_energy_price_da;metered_load_mw
group_013,trial_02_lam3e-05,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5145345330238342,0.8750278353691101,0.0010778307914733,0,0.95,3e-05,0.5,net_inadv_interchange_mw;metered_load_mw
group_019,trial_02_lam3e-05,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.5151049494743347,0.8748893141746521,0.0254690051078796,0,0.95,3e-05,0.35,total_pjm_rmccp_cr;metered_load_mw
group_019,trial_02_lam3e-05,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.5151049494743347,0.8748893141746521,0.0254690051078796,0,0.95,3e-05,0.5,total_pjm_rmccp_cr;metered_load_mw
group_001,trial_02_lam3e-05,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5155397057533264,0.8747837543487549,0.0103203654289245,0,0.95,3e-05,0.5,congestion_price_da;metered_load_mw
group_019,trial_04_lam0p0003,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.5157110691070557,0.8747422099113464,0.0021242499351501,0,0.95,0.0003,0.25,total_pjm_rmccp_cr;metered_load_mw
group_019,trial_04_lam0p0003,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.5157110691070557,0.8747422099113464,0.0021242499351501,0,0.95,0.0003,0.35,total_pjm_rmccp_cr;metered_load_mw
group_019,trial_04_lam0p0003,total_pjm_rmccp_cr;metered_load_mw,2,14,total_pjm_rmccp_cr,0.5157110691070557,0.8747422099113464,0.0021242499351501,0,0.95,0.0003,0.5,total_pjm_rmccp_cr;metered_load_mw
group_001,trial_04_lam0p0003,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5159568786621094,0.8746825456619263,0.0036330819129943,0,0.95,0.0003,0.25,congestion_price_da;metered_load_mw
group_001,trial_04_lam0p0003,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5159568786621094,0.8746825456619263,0.0036330819129943,0,0.95,0.0003,0.35,congestion_price_da;metered_load_mw
group_001,trial_04_lam0p0003,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5159568786621094,0.8746825456619263,0.0036330819129943,0,0.95,0.0003,0.5,congestion_price_da;metered_load_mw
group_016,trial_04_lam0p0003,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.5161612033843994,0.8746328949928284,0.0252317190170288,0,0.95,0.0003,0.25,total_lmp_da;metered_load_mw
group_016,trial_04_lam0p0003,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.5161612033843994,0.8746328949928284,0.0252317190170288,0,0.95,0.0003,0.35,total_lmp_da;metered_load_mw
group_016,trial_04_lam0p0003,total_lmp_da;metered_load_mw,2,5,total_lmp_da,0.5161612033843994,0.8746328949928284,0.0252317190170288,0,0.95,0.0003,0.5,total_lmp_da;metered_load_mw
group_007,trial_04_lam0p0003,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.5161800384521484,0.8746283650398254,0.0245406627655029,0,0.95,0.0003,0.25,gen_fuel_other_renewables_mw;metered_load_mw
group_007,trial_04_lam0p0003,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.5161800384521484,0.8746283650398254,0.0245406627655029,0,0.95,0.0003,0.35,gen_fuel_other_renewables_mw;metered_load_mw
group_007,trial_04_lam0p0003,gen_fuel_other_renewables_mw;metered_load_mw,2,0,gen_fuel_other_renewables_mw,0.5161800384521484,0.8746283650398254,0.0245406627655029,0,0.95,0.0003,0.5,gen_fuel_other_renewables_mw;metered_load_mw
group_005,trial_01_lam1e-05,gen_fuel_multiple_fuels_mw;metered_load_mw,2,8,gen_fuel_multiple_fuels_mw,0.5168769955635071,0.8744590282440186,-0.0003249645233154,1,0.95,1e-05,0.5,gen_fuel_multiple_fuels_mw;metered_load_mw
group_004,trial_04_lam0p0003,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.5172309875488281,0.8743730187416077,0.0290194153785705,0,0.95,0.0003,0.25,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_004,trial_04_lam0p0003,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.5172309875488281,0.8743730187416077,0.0290194153785705,0,0.95,0.0003,0.35,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_004,trial_04_lam0p0003,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.5172309875488281,0.8743730187416077,0.0290194153785705,0,0.95,0.0003,0.5,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_008,trial_02_lam3e-05,gross_actual_interchange_mw;metered_load_mw,2,17,gross_actual_interchange_mw,0.517583429813385,0.8742873668670654,0.0102379918098449,0,0.95,3e-05,0.5,gross_actual_interchange_mw;metered_load_mw
group_006,trial_04_lam0p0003,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.5181695818901062,0.8741451501846313,0.0536346435546875,0,0.95,0.0003,0.25,gen_fuel_multiple_fuels_pct;metered_load_mw
group_006,trial_04_lam0p0003,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.5181695818901062,0.8741451501846313,0.0536346435546875,0,0.95,0.0003,0.35,gen_fuel_multiple_fuels_pct;metered_load_mw
group_006,trial_04_lam0p0003,gen_fuel_multiple_fuels_pct;metered_load_mw,2,9,gen_fuel_multiple_fuels_pct,0.5181695818901062,0.8741451501846313,0.0536346435546875,0,0.95,0.0003,0.5,gen_fuel_multiple_fuels_pct;metered_load_mw
group_020,trial_02_lam3e-05,total_pjm_self_sched_reg;metered_load_mw,2,4,total_pjm_self_sched_reg,0.5185562372207642,0.8740510940551758,0.015653908252716,0,0.95,3e-05,0.5,total_pjm_self_sched_reg;metered_load_mw
group_002,trial_04_lam0p0003,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.5189858078956604,0.8739466667175293,-0.0037789940834045,1,0.95,0.0003,0.25,congestion_price_rt;metered_load_mw
group_002,trial_04_lam0p0003,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.5189858078956604,0.8739466667175293,-0.0037789940834045,1,0.95,0.0003,0.35,congestion_price_rt;metered_load_mw
group_002,trial_04_lam0p0003,congestion_price_rt;metered_load_mw,2,11,congestion_price_rt,0.5189858078956604,0.8739466667175293,-0.0037789940834045,1,0.95,0.0003,0.5,congestion_price_rt;metered_load_mw
group_013,trial_04_lam0p0003,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5190870761871338,0.8739221096038818,0.004867672920227,0,0.95,0.0003,0.25,net_inadv_interchange_mw;metered_load_mw
group_013,trial_04_lam0p0003,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5190870761871338,0.8739221096038818,0.004867672920227,0,0.95,0.0003,0.35,net_inadv_interchange_mw;metered_load_mw
group_013,trial_04_lam0p0003,net_inadv_interchange_mw;metered_load_mw,2,16,net_inadv_interchange_mw,0.5190870761871338,0.8739221096038818,0.004867672920227,0,0.95,0.0003,0.5,net_inadv_interchange_mw;metered_load_mw
group_001,trial_01_lam1e-05,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5194851756095886,0.8738254904747009,-0.0034146308898925,1,0.95,1e-05,0.35,congestion_price_da;metered_load_mw
group_001,trial_01_lam1e-05,congestion_price_da;metered_load_mw,2,1,congestion_price_da,0.5194851756095886,0.8738254904747009,-0.0034146308898925,1,0.95,1e-05,0.5,congestion_price_da;metered_load_mw
group_004,trial_02_lam3e-05,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,2,13,da_as_total_mw_thirty_minutes_reserve,0.5205680131912231,0.8735624551773071,0.0388261675834655,0,0.95,3e-05,0.5,da_as_total_mw_thirty_minutes_reserve;metered_load_mw
group_020,trial_04_lam0p0003,total_pjm_self_sched_reg;metered_load_mw,2,4,total_pjm_self_sched_reg,0.5206380486488342,0.8735455274581909,0.0006037354469299,0,0.95,0.0003,0.25,total_pjm_self_sched_reg;metered_load_mw
group_020,trial_04_lam0p0003,total_pjm_self_sched_reg;metered_load_mw,2,4,total_pjm_self_sched_reg,0.5206380486488342,0.8735455274581909,0.0006037354469299,0,0.95,0.0003,0.35,total_pjm_self_sched_reg;metered_load_mw
