feature,score,selected
system_energy_price_da,10627.96709243738,True
total_losses,7597.211064801793,True
da_as_mcp_synchronized_reserve,7324.652757483383,True
system_energy_price_rt,6726.729765506463,True
total_pjm_reg_purchases,6278.014383794912,True
total_pjm_assigned_reg,6191.860023161234,True
marginal_loss_price_rt,5230.788363975839,True
da_as_mcp_primary_reserve,4078.47081786291,True
net_actual_interchange_mw,3385.8819645476224,True
da_as_as_req_mw_thirty_minutes_reserve,2817.4690972181706,True
total_pjm_rmccp_cr,2412.5775214822993,True
marginal_loss_price_da,2239.194066684044,False
gross_sched_interchange_mw,2200.369855430536,False
da_as_as_req_mw_primary_reserve,1618.0972060588224,False
rmccp,1580.7319332996328,False
gross_inadv_interchange_mw,1242.6857956693168,False
total_pjm_self_sched_reg,1186.1553013248786,False
da_as_total_mw_synchronized_reserve,803.7865823799696,False
da_as_as_req_mw_synchronized_reserve,705.4945456520466,False
net_inadv_interchange_mw,703.8629609755686,False
rmpcp,670.3829191477142,False
da_as_total_mw_primary_reserve,654.5194240590506,False
congestion_price_da,646.2452339602094,False
total_pjm_rmpcp_cr,566.4686840454144,False
gross_actual_interchange_mw,436.5766737725024,False
total_pjm_loc_credit,398.2229524812606,False
da_as_as_mw_primary_reserve,372.0369031803437,False
congestion_price_rt,303.2153749648603,False
da_as_total_mw_thirty_minutes_reserve,272.97771115462615,False
total_lmp_rt,178.73418676608338,False
da_as_as_mw_thirty_minutes_reserve,166.56742717034135,False
da_as_ss_mw_primary_reserve,154.02290386520082,False
da_as_nsr_mw_primary_reserve,142.4985558973608,False
total_lmp_da,64.82932227478193,False
da_as_as_mw_synchronized_reserve,50.43702419269675,False
da_as_ss_mw_synchronized_reserve,4.591494612217759e-14,False
da_as_ss_mw_thirty_minutes_reserve,4.591494612217759e-14,False
da_as_mcp_thirty_minutes_reserve,0.0,False
da_as_ircmwt2_primary_reserve,0.0,False
da_as_ircmwt2_synchronized_reserve,0.0,False
da_as_ircmwt2_thirty_minutes_reserve,0.0,False
net_sched_interchange_mw,0.0,False
