wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.42581677,0.52162194,0.56202316,0.5994016,0.54393744,0.51501215,0.5784033,0.5338624,0.53245366,0.50939626,0.40478164,0.4095488,0.5554948,0.49378967,0.46805492,0.42275655,0.57395124,0.49655882,0.5636884,0.5059195,0.41990215,0.39499646,0.39553976,0.44335777,0.4688125,0.3871028,0.39435735,0.41911998,0.4127148,0.438183,0.48883626,0.42795792,0.42580354,0.4460415,0.4511714,0.49670497,0.415729,0.51057553,0.4862652,0.5011813,0.4134372,0.41650143,0.5113629
0.38919708,0.54504764,0.608235,0.6599637,0.57408965,0.51528764,0.6372955,0.534053,0.5526811,0.5347831,0.3153695,0.40821144,0.5657189,0.48252857,0.4507582,0.3515248,0.620953,0.48742244,0.59966016,0.51022744,0.35660228,0.31827155,0.27640837,0.39842522,0.4322427,0.28182125,0.2916837,0.34522223,0.3177194,0.354141,0.4707885,0.3643639,0.37601474,0.41230723,0.41281474,0.4668867,0.3571904,0.5216061,0.46719328,0.4901045,0.34208858,0.3795822,0.49229985
0.35250643,0.565602,0.65476406,0.72590315,0.59971637,0.5111193,0.67845714,0.54266196,0.5803243,0.5535645,0.22570586,0.38331646,0.5744222,0.48242083,0.42824653,0.26520318,0.6707566,0.471828,0.626881,0.5160805,0.28523967,0.22966233,0.14872077,0.34339216,0.39401528,0.15518248,0.17814964,0.23732756,0.21400769,0.26252005,0.45504868,0.2910882,0.31642494,0.37369722,0.38394296,0.4275215,0.27210283,0.5364396,0.44904268,0.46307787,0.25829315,0.33435357,0.47111672
0.31378135,0.58832276,0.69541216,0.772271,0.61362237,0.50481117,0.71812266,0.5495786,0.5941354,0.5805821,0.12454593,0.36159435,0.5819455,0.45910743,0.38809267,0.16673727,0.71762085,0.45384482,0.6551832,0.50392604,0.19884634,0.124629974,0.005272295,0.27061936,0.34762385,0.030983457,0.059428163,0.1300642,0.09688576,0.19030292,0.42818826,0.20790409,0.24549651,0.32522988,0.3414015,0.39260244,0.17735548,0.54443884,0.43140873,0.44031072,0.1605495,0.29450238,0.44590932
0.26425338,0.60046256,0.7253994,0.8141584,0.64000833,0.49773228,0.7638672,0.56416994,0.6081092,0.60020435,0.014076944,0.33681586,0.5878579,0.43772078,0.34884337,0.065484196,0.7632829,0.43495166,0.6750424,0.49832505,0.090486966,0.01420702,-0.12553321,0.18385404,0.29107964,-0.10021777,-0.058968604,0.019610148,-0.025175992,0.09521592,0.40254346,0.111376435,0.15612653,0.26876226,0.28604516,0.35063195,0.06982357,0.5525209,0.40182492,0.42898607,0.052092355,0.24915731,0.41063622
0.21086885,0.6080504,0.762601,0.8511298,0.65469444,0.49109954,0.79354125,0.5644916,0.61614805,0.61807007,-0.10203433,0.29721168,0.5775651,0.40185243,0.3142509,-0.04168908,0.8079783,0.39620808,0.68061614,0.48634833,-0.014085319,-0.101621166,-0.24693958,0.08729677,0.24526456,-0.22213164,-0.17969663,-0.10565202,-0.15343228,-0.0031160638,0.36582354,0.004586889,0.06111516,0.20374721,0.22697408,0.30218667,-0.05478827,0.56938666,0.36487842,0.39635697,-0.055219647,0.2070055,0.36863104
0.1656807,0.6079279,0.7891142,0.8934992,0.6662556,0.47532353,0.84452415,0.57634354,0.62368155,0.62947357,-0.21564539,0.27898234,0.57561314,0.36927697,0.2675932,-0.15110731,0.8505983,0.3535321,0.68505824,0.46275866,-0.12340547,-0.21308424,-0.3615725,-0.014697133,0.19744276,-0.34033573,-0.29751065,-0.1974966,-0.27262148,-0.09527235,0.32854354,-0.09900428,-0.03804405,0.12158327,0.16209655,0.23519927,-0.1739245,0.5843334,0.32272112,0.36623928,-0.16976662,0.13629884,0.3272242
0.08979148,0.63255507,0.8185355,0.93260145,0.6880411,0.46118683,0.8908963,0.5863823,0.6257503,0.6411686,-0.32276952,0.2539141,0.56532454,0.32601485,0.21262668,-0.2583449,0.89239293,0.31536812,0.6981926,0.4508913,-0.23351125,-0.31514695,-0.46437514,-0.119612455,0.13546923,-0.44554502,-0.4020454,-0.30162373,-0.3840426,-0.1896662,0.28928742,-0.20997982,-0.13970135,0.033441,0.0927505,0.18039618,-0.28884467,0.5974905,0.28403154,0.3412428,-0.27777082,0.07678425,0.27039358
0.038548753,0.64208096,0.83911467,0.9798953,0.7327545,0.44607028,0.9277363,0.5912302,0.6325463,0.650645,-0.4170182,0.22772346,0.54779094,0.2847787,0.15219799,-0.35738572,0.9289134,0.28803095,0.7084934,0.4227802,-0.33093074,-0.41398713,-0.55262643,-0.22122553,0.06951886,-0.53437793,-0.49036142,-0.3935724,-0.48453784,-0.27731788,0.24313627,-0.3084049,-0.23619197,-0.059821468,0.032397486,0.11681961,-0.39075106,0.6074973,0.255968,0.30661404,-0.37625834,-0.0017895554,0.20636126
