feature,score,selected
da_as_as_req_mw_thirty_minutes_reserve,90995064.0,True
da_as_as_req_mw_synchronized_reserve,16013052.0,True
da_as_as_req_mw_primary_reserve,13750847.0,True
da_as_mcp_primary_reserve,7536582.5,True
da_as_total_mw_synchronized_reserve,6149094.0,True
da_as_total_mw_thirty_minutes_reserve,3949981.5,True
da_as_as_mw_thirty_minutes_reserve,3331082.25,False
gen_fuel_nuclear_mw,2359939.0,False
da_as_as_mw_synchronized_reserve,2140804.75,False
gen_fuel_hydro_pct,1954175.625,False
gen_fuel_hydro_mw,1571681.375,False
gen_fuel_coal_mw,1358648.0,False
gen_fuel_coal_pct,1207314.75,False
forecast_load_mw_day_ahead,1083924.875,False
forecast_load_mw_latest_available,864012.875,False
da_as_mcp_synchronized_reserve,845236.1875,False
total_pjm_rt_load_mwh,821579.9375,False
da_as_ss_mw_synchronized_reserve,813579.6875,False
gen_fuel_multiple_fuels_pct,810963.0,False
gen_fuel_multiple_fuels_mw,791346.5,False
gen_fuel_wind_mw,783943.375,False
prelim_load_avg_hourly,737656.125,False
system_energy_price_da,654672.5625,False
da_as_ss_mw_thirty_minutes_reserve,578347.75,False
total_pjm_self_sched_reg,574151.375,False
gen_fuel_nuclear_pct,570532.625,False
da_as_ss_mw_primary_reserve,564385.125,False
metered_load_mw,505864.65625,False
wind_generation_mw,484072.78125,False
congestion_price_da,477932.34375,False
gen_fuel_wind_pct,456190.96875,False
net_sched_interchange_mw,454653.21875,False
gen_fuel_solar_pct,447541.375,False
marginal_loss_price_rt,447516.75,False
net_actual_interchange_mw,441991.6875,False
gen_fuel_oil_pct,441698.03125,False
marginal_loss_price_da,377971.0625,False
gen_fuel_gas_mw,377338.3125,False
total_lmp_da,376472.46875,False
gen_fuel_gas_pct,366568.125,False
total_pjm_reg_purchases,354935.21875,False
gross_actual_interchange_mw,351419.6875,False
gen_fuel_oil_mw,345961.34375,False
gross_sched_interchange_mw,325047.71875,False
gen_fuel_other_renewables_mw,324238.21875,False
net_inadv_interchange_mw,322029.21875,False
rmpcp,319877.6875,False
total_losses,314468.875,False
total_pjm_rmpcp_cr,307437.5625,False
rmccp,297146.09375,False
gross_inadv_interchange_mw,293151.8125,False
total_pjm_assigned_reg,292875.5,False
total_lmp_rt,281764.75,False
congestion_price_rt,269552.75,False
total_pjm_loc_credit,267113.5625,False
system_energy_price_rt,266666.25,False
gen_fuel_solar_mw,264993.4375,False
total_pjm_rmccp_cr,258087.0625,False
total_gen,239375.0,False
solar_generation_mw,238485.59375,False
gen_fuel_other_renewables_pct,160805.28125,False
gen_fuel_storage_mw,135240.84375,False
gen_fuel_storage_pct,0.0,False
da_as_mcp_thirty_minutes_reserve,0.0,False
da_as_ircmwt2_primary_reserve,0.0,False
da_as_ircmwt2_synchronized_reserve,0.0,False
da_as_ircmwt2_thirty_minutes_reserve,0.0,False
