pearson,spearman,kendall,nmi,distance_corr,hsic
0.07685657236750891,0.06497207049503301,0.03986993496748374,0.00947335473253617,0.1096108152904923,0.006524632749220673
0.07874507878570804,0.02791700405374866,0.011105891286223324,0.01700257336679512,0.10335709756853269,0.014678408835015502
0.050110880026461226,0.06536113435930982,0.03967783891945973,0.00949048194441689,0.061979139669425226,0.004632454025372282
0.006225025977595313,0.024813110757048607,0.017606243283228535,0.008969182704847692,0.03748739270919539,0.002208049131307432
0.011449426718783828,0.023410733079657655,0.029196342687579774,0.014423579103715365,0.07616451342600732,0.008074230623912564
0.12787417254105476,0.12059747389941455,0.06445868011260346,0.011715004279598139,0.16228853858822084,0.015076654035297014
0.0492410099456524,0.04378129341177892,0.022579117043429714,0.011411300722726846,0.09819702522937351,0.011696119898750414
0.00931708916696526,0.008283795735382456,0.002947870034464108,0.018194716599359305,0.08898816238099533,0.013929497879707075
0.09714514541349754,0.07539852385536734,0.056047273253084756,0.03223401160207245,0.09792396090969918,0.010412303680671907
0.04550985421994477,0.020947229709043252,0.008313275379924125,0.013947690284285474,0.09455791275812864,0.005130055609743985
0.002509813477084239,0.011078465745407088,0.019456957009707617,0.013334229781091831,0.060467425053542585,0.0027472127580146976
0.03666827849658,0.030769528395428,0.027904964705077483,0.014446487596048066,0.05586533319909937,0.0035532738230001823
0.1305983668727374,0.10446556987554358,0.08446589669379552,0.016872823969944082,0.16819626114477168,0.017902788050617725
0.07591194408305948,0.06426564734802007,0.05260135164274152,0.009438204332192668,0.09949343805263558,0.00644404724099381
0.05111555672104407,0.041064613404262415,0.06022087923722753,0.010593787536112695,0.060448958086105356,0.0037465971188387587
0.057301842570251504,0.05755171078569273,0.05971132330275439,0.011548438319132114,0.10152151092572097,0.008367520365806451
0.003329802221179169,0.007879856770443634,0.009311017396716402,0.010801360421339166,0.06291706464123939,0.007456619256713041
0.03339344121836742,0.0522428411930968,0.0332606811638486,0.014669021822817478,0.0899581482053055,0.010109870338230647
0.0060067398033927105,0.0032727912587110206,0.001836565831865499,0.008042314399108212,0.08799329982166611,0.007196071937238568
0.000787151184331251,0.008588003186556096,0.01635323574786127,0.008638911794263234,0.05069785895051815,0.003751707421790016
0.05096739550783422,0.05849098012550056,0.061361743734977964,0.011471601598020013,0.09191302015112353,0.006766396366057056
0.023029918389241802,0.007715744935501406,0.010041860107092111,0.006516748303626378,0.05527555995562481,0.0036818324273910747
0.06646916701578173,0.07691600927120115,0.0683303755473686,0.01094192476798689,0.08810818415151875,0.00800785273902371
0.010458921334019995,0.034951572875073146,0.03938957883949944,0.010273290554746989,0.09835251554257404,0.015535956297931697
0.03382446779534638,0.012313581709364302,0.007012516777171645,0.00890318800412869,0.07380804910020598,0.008042886847312386
0.06517244646911631,0.07910308954515054,0.05404602301150575,0.009990424638521912,0.10835579821278618,0.010247359287890627
0.007313107339952801,0.054044153056850265,0.041227277954056,0.006544514217137597,0.07938605584957711,0.008683047560537635
0.16742064282372485,0.13649457990332636,0.11119049713878006,0.013294380303199628,0.1309671039248928,0.01168672074887253
0.0264376939092382,0.010576934775649178,0.02303602377089211,0.0090789166257998,0.06934190740895305,0.009213808863434755
0.03700817821503273,0.05856393831882118,0.02340360402895332,0.006193609228966514,0.09549762398779278,0.004805345263507043
0.0014292959108121689,0.011844453860187893,0.02091096070809488,0.010200344143156362,0.04734636247589945,0.0024488353035233266
0.07299241452992082,0.06105030606114397,0.04498916329132449,0.00940535339633218,0.07424900220742181,0.004646171104932669
0.031019101662524917,0.03206969580433766,0.012393618199285755,0.006928741848385418,0.04769774339895192,0.00240244108811989
0.0038208029117985137,0.007266180063082052,0.003873501632512261,0.0056160053959581156,0.047575151419668976,0.0026717489016587718
0.02616414200076214,0.012946886505997403,0.01771250589556363,0.0076956195370806385,0.06474597063944086,0.004418592385298266
0.03529193370723031,0.041143728695833784,0.04510674815341085,0.00856482873621131,0.056936480404661455,0.004156914314459415
0.0183622039493172,0.029868295028898265,0.026033520195741254,0.004947259716877039,0.040997532011362366,0.001700027937074473
0.10210446751127243,0.09537414602555876,0.06329618193607059,0.03393228407999182,0.17768005292690456,0.029590310983497153
0.23705362999736027,0.24014233987477893,0.17236656991063007,0.04460664101467253,0.2319499229747106,0.04675804661771491
0.05964550950233758,0.057849097232385696,0.0765756005647926,0.008194258600353426,0.07217896532419217,0.0058636009177849184
0.02359251178343456,0.02906775834326383,0.022083209190739563,0.014135897234819284,0.14959231356099054,0.026382357106223026
0.03145149330542748,0.004159634640620293,0.00324951037429199,0.012656414362040585,0.10123041222993484,0.010649932994889685
0.10788570982139685,0.10099150471943691,0.05525658416078113,0.014257048027593732,0.07247715210774251,0.008915482886533032
0.07487957986270675,0.06514548973614187,0.04276745538752305,0.012614155214563867,0.07836621943688914,0.0035648033696681547
0.07420811316963413,0.0799858730476006,0.042666686887271404,0.013650068470216084,0.08011719947170974,0.007888245039330976
0.03993602631988117,0.059956319994810076,0.04965368414413637,0.009124563561970642,0.08540050624971075,0.009431815645344486
0.009169228198039777,0.010807068332347805,0.01693997422210514,0.0059894027004981166,0.04289364301433569,0.004267239648115914
0.03862673347635556,0.0690757449208308,0.04765887709744966,0.008476554620717803,0.12237183170404914,0.010433093662465694
0.031997677727835926,0.0822494856524708,0.051608317060611184,0.011345723198380554,0.08359257754968284,0.009700613335751123
0.016647401464185165,0.047680991817683406,0.029858975073726417,0.008002023555962684,0.07083008110118011,0.011325090754618704
0.06092847149302329,0.17122054484019658,0.0997688844422211,0.011783430442056299,0.12184167026416781,0.011957888869320657
0.022464532291977497,0.013192990675056348,0.02878031607984337,0.007152970491635982,0.058837723603336084,0.005661660409276005
0.00693847222603538,0.018668929769366502,0.018116753132709874,0.009125710685825373,0.06574068839997879,0.005574526648110481
0.11212340744084859,0.1407889448220185,0.09285795219058625,0.012874853449533048,0.143891484980807,0.018376031028432424
0.01879106065769219,0.005446417965248859,0.04411012122584441,0.006040058611434822,0.04250712073465401,0.002324767516100417
0.036281455379681714,0.039197169880924344,0.002290145072536268,0.00798380381897969,0.060278336736885096,0.0031896498409223176
0.025585685301182243,0.033556481564133024,0.026315157578789394,0.010025267282378604,0.0784411233302392,0.006965308187914488
0.015911219589778366,0.005852815527456388,0.007107553776888444,0.007682525119614397,0.05177825264178417,0.002827435596145715
0.0108859613379732,0.01156842897456976,0.012562784532963008,0.011561461390031561,0.07289138755491854,0.006423010756042456
0.032050997400601494,0.010596713114249444,0.02147613216999585,0.012485157451822652,0.05954727867131145,0.006535486111638803
0.03599035339084353,0.04909219610873929,0.01456728364182091,0.010955956108649188,0.05167565993317017,0.004162840661765933
0.058825459689126024,0.08412383940175779,0.05519186536018926,0.008375945584762344,0.08309145658674949,0.0068610305589685335
0.06649893246508305,0.08347655334095318,0.0600962458658716,0.018350043032372094,0.10202959237487653,0.011401411809594421
