datetime_beginning,scenario,noise_std_pct,area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,slack_bus_p_mw,slack_bus_q_mvar,ac_pf_converged,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_sync_condenser_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_oil_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_fuel_storage_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_nuclear_mw,area_2_fuel_oil_mw,area_2_fuel_hydro_mw,area_2_fuel_wind_mw,area_2_fuel_solar_mw,area_2_fuel_storage_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_nuclear_mw,area_3_fuel_oil_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_fuel_storage_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend,bus_118_vm_pu,bus_118_va_deg,bus_118_p_injection_mw,bus_118_q_injection_mvar,bus_115_vm_pu,bus_115_va_deg,bus_115_p_injection_mw,bus_115_q_injection_mvar,bus_218_vm_pu,bus_218_va_deg,bus_218_p_injection_mw,bus_218_q_injection_mvar,bus_215_vm_pu,bus_215_va_deg,bus_215_p_injection_mw,bus_215_q_injection_mvar,bus_318_vm_pu,bus_318_va_deg,bus_318_p_injection_mw,bus_318_q_injection_mvar,bus_315_vm_pu,bus_315_va_deg,bus_315_p_injection_mw,bus_315_q_injection_mvar,bus_107_vm_pu,bus_107_va_deg,bus_107_p_injection_mw,bus_107_q_injection_mvar,bus_203_vm_pu,bus_203_va_deg,bus_203_p_injection_mw,bus_203_q_injection_mvar,bus_113_vm_pu,bus_113_va_deg,bus_113_p_injection_mw,bus_113_q_injection_mvar,bus_123_vm_pu,bus_123_va_deg,bus_123_p_injection_mw,bus_123_q_injection_mvar,bus_217_vm_pu,bus_217_va_deg,bus_217_p_injection_mw,bus_217_q_injection_mvar,bus_325_vm_pu,bus_325_va_deg,bus_325_p_injection_mw,bus_325_q_injection_mvar,branch_ab1_p_from_mw,branch_ab1_q_from_mvar,branch_ab1_p_to_mw,branch_ab1_q_to_mvar,branch_ab1_loading_pct,branch_ab2_p_from_mw,branch_ab2_q_from_mvar,branch_ab2_p_to_mw,branch_ab2_q_to_mvar,branch_ab2_loading_pct,branch_ab3_p_from_mw,branch_ab3_q_from_mvar,branch_ab3_p_to_mw,branch_ab3_q_to_mvar,branch_ab3_loading_pct,branch_ca_1_p_from_mw,branch_ca_1_q_from_mvar,branch_ca_1_p_to_mw,branch_ca_1_q_to_mvar,branch_ca_1_loading_pct,branch_cb_1_p_from_mw,branch_cb_1_q_from_mvar,branch_cb_1_p_to_mw,branch_cb_1_q_to_mvar,branch_cb_1_loading_pct,branch_c6_p_from_mw,branch_c6_q_from_mvar,branch_c6_p_to_mw,branch_c6_q_to_mvar,branch_c6_loading_pct,branch_c10_p_from_mw,branch_c10_q_from_mvar,branch_c10_p_to_mw,branch_c10_q_to_mvar,branch_c10_loading_pct,branch_c2_p_from_mw,branch_c2_q_from_mvar,branch_c2_p_to_mw,branch_c2_q_to_mvar,branch_c2_loading_pct,branch_a34_p_from_mw,branch_a34_q_from_mvar,branch_a34_p_to_mw,branch_a34_q_to_mvar,branch_a34_loading_pct,branch_b10_p_from_mw,branch_b10_q_from_mvar,branch_b10_p_to_mw,branch_b10_q_to_mvar,branch_b10_loading_pct,gen_121_nuclear_1_pg_mw,gen_121_nuclear_1_qg_mvar,gen_121_nuclear_1_status,gen_223_steam_3_pg_mw,gen_223_steam_3_qg_mvar,gen_223_steam_3_status,gen_122_wind_1_pg_mw,gen_122_wind_1_qg_mvar,gen_122_wind_1_status,gen_313_cc_1_pg_mw,gen_313_cc_1_qg_mvar,gen_313_cc_1_status,gen_317_wind_1_pg_mw,gen_317_wind_1_qg_mvar,gen_317_wind_1_status,gen_218_cc_1_pg_mw,gen_218_cc_1_qg_mvar,gen_218_cc_1_status,gen_303_wind_1_pg_mw,gen_303_wind_1_qg_mvar,gen_303_wind_1_status,gen_216_steam_1_pg_mw,gen_216_steam_1_qg_mvar,gen_216_steam_1_status,gen_321_cc_1_pg_mw,gen_321_cc_1_qg_mvar,gen_321_cc_1_status,gen_123_steam_3_pg_mw,gen_123_steam_3_qg_mvar,gen_123_steam_3_status
2020-01-01 00:00:00,noise_5pct,5.0,840.031558,1154.049858,1126.036739,3120.118156,985.019792,1102.675901,1249.636191,3337.331884,3221.982906,101.864752,-46.795973,29.232487,19.206324,32.643588,-80.587207,1,49.0,47.083333,27.18025,33.01675,37.2765,815.0,332.38418,116.61687,0.0,163.777002,1794.204854,0.0,0.0,0.0,0.0,32.643588,116.61687,0.0,24.608217,658.412237,0.0,0.0,832.280912,815.0,299.740592,0.0,0.0,94.790332,0.0,0.0,0.0,1209.530924,0.0,0.0,0.0,0.0,44.378453,1135.792617,0.0,0.0,1180.171071,0,2,1,0,1.05,11.317493,-98.151056,35.600309,1.0428,8.031754,-93.435089,-30.493819,1.05,4.668484,164.898977,-34.033265,1.0437,2.26113,-100.571945,-28.832873,1.05,13.757776,-131.568503,-21.48852,1.0422,12.687781,-125.246893,-60.014646,1.05,-7.634683,-36.843489,-4.518378,1.050328,-6.579103,-72.887359,-14.982402,1.0347,0.0,-45.464609,-96.503594,1.05,2.693269,-0.0,5.001584,1.050851,4.177634,-0.0,-0.0,1.050156,9.085519,-0.0,-0.0,-11.839069,0.565063,11.895872,-5.199837,7.063197,-57.29669,-12.113503,57.60458,-2.640646,11.31984,-38.02614,-4.11301,38.159076,-12.005867,7.613486,-59.965386,-1.963151,60.365926,-17.18322,11.95503,79.17171,-18.888492,-78.42704,0.811352,15.503562,204.795844,-9.574849,-193.366034,49.889673,109.764989,-29.55795,-142.3789,29.664503,-141.007227,77.505907,-130.874544,41.856768,140.429351,-11.589797,75.439797,-390.571471,95.054727,403.888277,-10.094357,76.955124,-63.682453,-137.757203,64.174387,-147.281753,84.712375,116.61687,50.040245,1,350.0,-18.241273,1,658.412237,0.0,1,0.0,0.0,0,499.115871,0.0,1,299.740592,-6.49804,1,544.053017,0.0,1,155.0,13.636244,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 01:00:00,noise_5pct,5.0,892.555661,1142.144053,1136.169314,3170.869027,985.724889,1082.937195,1192.383739,3261.045823,3277.52652,106.657499,-11.176354,10.797039,2.215752,39.79274,-77.486383,1,48.833333,47.0,27.2,32.42525,35.568,815.0,309.404353,162.96117,0.0,165.154886,1825.006111,0.0,0.0,0.0,0.0,39.79274,162.96117,0.0,23.158737,700.109269,0.0,0.0,926.021916,815.0,269.611612,0.0,0.0,94.224029,0.0,0.0,0.0,1178.835641,0.0,0.0,0.0,0.0,47.772121,1124.896842,0.0,0.0,1172.668963,1,2,1,0,1.05,12.535266,-104.288082,40.904238,1.0428,8.945201,-99.277244,-23.712368,1.05,4.191613,136.161096,-30.895096,1.0437,1.999241,-98.541749,-29.975219,1.05,13.692832,-132.752415,-20.964759,1.0422,12.654486,-126.37392,-60.326505,1.05,-7.964274,-39.147178,-2.274946,1.050541,-6.75066,-72.135414,-14.827835,1.0347,0.0,-43.199277,-94.397964,1.05,2.83189,-0.0,8.315388,1.050906,3.833331,-0.0,-0.0,1.049877,9.465249,-0.0,-0.0,-13.635208,0.932303,13.710329,-5.497838,8.03481,-50.866675,-13.215474,51.110468,-2.0194,10.158572,-25.734683,-6.1247,25.795285,-10.530355,5.302451,-78.3748,1.187277,79.060212,-18.024981,15.445513,80.590552,-18.956811,-79.819042,1.094388,15.769539,201.615295,-9.675871,-190.540212,48.627114,108.050059,-30.460208,-142.280422,30.573355,-141.054203,77.559891,-129.947246,41.227638,139.35335,-11.532146,74.851656,-411.587682,103.708557,426.432153,-7.205833,81.236768,-63.2092,-137.864251,63.693582,-147.35968,84.629116,162.96117,54.733737,1,350.0,-18.372108,1,700.109269,0.0,1,0.0,0.0,0,492.050005,0.0,1,269.611612,-3.64394,1,538.116524,0.0,1,155.0,13.1235,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 02:00:00,noise_5pct,5.0,907.36802,967.113645,1317.772512,3192.254177,1001.58956,1079.796946,1165.786144,3247.17265,3305.493154,113.238977,-8.434607,12.113513,-1.413602,41.581478,-77.039487,1,48.916667,47.25,27.63725,32.3345,34.77675,733.812812,211.581478,166.615326,0.0,168.132812,2025.350726,0.0,0.0,0.0,0.0,41.581478,166.615326,0.0,22.569078,713.5,0.0,0.0,944.265882,733.812812,170.0,0.0,0.0,95.613399,0.0,0.0,0.0,999.42621,0.0,0.0,0.0,0.0,49.950335,1311.850726,0.0,0.0,1361.801061,2,2,1,0,1.05,12.497323,-106.01879,42.13417,1.0428,8.885764,-100.924794,-23.209941,1.05,3.562209,57.000406,-21.886649,1.0437,2.121215,-79.020213,-38.871154,1.05,13.939189,-153.971315,-19.770599,1.0422,12.690876,-146.573293,-51.134881,1.05,-7.306597,-39.796843,-3.685313,1.053356,-5.29881,-61.080862,-12.55551,1.0347,0.0,-42.787829,-94.231724,1.05,2.71601,-0.0,8.267786,1.051007,3.502479,-0.0,-0.0,1.049723,8.93817,-0.0,-0.0,-22.966274,1.798784,23.174005,-5.869011,12.968425,-53.862071,-12.705889,54.134737,-2.312438,10.696902,-20.273535,-7.093644,20.311007,-9.734222,4.286011,-87.806016,2.912805,88.667274,-18.325828,17.245956,86.392415,-19.216202,-85.506237,2.271129,16.857855,230.879538,-8.743474,-216.222028,61.486719,124.287198,-35.507581,-141.385461,35.662815,-139.441826,78.060505,-149.281375,55.977332,162.142166,-12.996738,87.50169,-419.003787,106.845663,434.409025,-6.106032,82.75275,-54.526382,-139.929467,54.883575,-148.12518,82.979651,166.615326,57.515516,1,350.0,-22.517327,1,713.5,0.0,1,0.0,0.0,0,571.33101,0.0,1,170.0,1.188343,1,621.635366,0.0,1,155.0,4.141923,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 03:00:00,noise_5pct,5.0,869.408079,1026.853951,1068.580724,2964.842754,1036.139287,1078.451125,1150.007909,3264.598321,3064.735986,99.893232,-24.297881,16.47629,9.432617,21.654255,-77.350512,1,48.916667,47.0,28.59,32.2925,34.30525,797.998429,191.654255,144.618156,0.0,155.344837,1775.120308,0.0,0.0,0.0,0.0,21.654255,144.618156,0.0,24.672804,698.323225,0.0,0.0,889.26844,797.998429,170.0,0.0,0.0,98.075103,0.0,0.0,0.0,1066.073532,0.0,0.0,0.0,0.0,32.59693,1076.797084,0.0,0.0,1109.394014,3,2,1,0,1.05,12.670202,-101.58347,40.466714,1.0428,9.100792,-96.702583,-25.052648,1.05,3.569066,50.020223,-21.01107,1.0437,2.13661,-84.725362,-36.781652,1.05,14.084449,-124.855221,-21.559679,1.0422,13.234001,-118.856172,-61.756152,1.05,-7.106007,-38.131933,-4.613746,1.052389,-5.47159,-64.853934,-13.331086,1.0347,0.0,-59.185443,-93.823507,1.05,2.850837,-0.0,7.29938,1.051017,3.551469,-0.0,-0.0,1.050065,10.210849,-0.0,-0.0,-18.640835,1.158756,18.778102,-5.494611,10.623711,-54.240054,-12.641119,54.516486,-2.348965,10.765176,-18.085497,-7.432426,18.115277,-9.452519,3.88826,-66.18039,-0.93164,66.668505,-17.504884,13.1292,75.613007,-18.708685,-74.933575,0.109638,14.836789,194.775105,-10.088229,-184.452149,46.14404,104.321667,-27.606432,-142.705711,27.699133,-141.424878,77.367655,-124.983617,37.925963,133.61774,-11.197197,71.720454,-411.634429,103.728194,426.482398,-7.199033,81.246315,-57.75905,-139.139655,58.161174,-147.929513,83.600796,144.618156,55.683244,1,350.0,-21.813481,1,698.323225,0.0,1,0.0,0.0,0,457.47361,0.0,1,170.0,3.489305,1,524.81181,0.0,1,155.0,8.748709,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 04:00:00,noise_5pct,5.0,1051.546181,1123.378855,1210.658663,3385.5837,1139.788471,1099.087045,1163.982917,3402.858433,3507.40016,121.816461,-0.609711,6.992124,-3.577203,36.34669,-63.092887,1,49.416667,47.5,31.452,32.91,34.72275,815.0,282.011866,330.612075,0.0,154.233247,1925.542973,0.0,0.0,0.0,0.0,36.34669,330.612075,0.0,24.037007,713.5,0.0,0.0,1104.495772,815.0,245.665176,0.0,0.0,95.859499,0.0,0.0,0.0,1156.524674,0.0,0.0,0.0,0.0,34.336741,1212.042973,0.0,0.0,1246.379714,4,2,1,0,1.05,15.372029,-122.86487,49.595051,1.0428,11.085807,-116.961452,-3.062649,1.05,4.385202,114.407225,-28.413338,1.0437,2.309251,-96.312089,-30.065933,1.05,15.341339,-141.455907,-19.469312,1.0422,14.458775,-134.659227,-55.061145,1.05,-8.636261,-46.120447,4.74372,1.050864,-6.488889,-70.950243,-14.584217,1.0347,0.0,-61.428657,-83.01692,1.05,3.396582,-0.0,18.92761,1.050944,4.136056,-0.0,-0.0,1.049516,11.601841,-0.0,-0.0,-24.063668,3.769951,24.298885,-7.723279,13.864384,-58.477608,-11.907828,58.798131,-2.751568,11.535265,-19.061421,-7.18345,19.094545,-9.67555,4.073677,-99.876882,5.232395,100.992986,-18.580999,19.55963,96.299679,-19.584977,-95.199437,4.352413,18.718296,218.791819,-9.409758,-205.682014,56.193675,117.548985,-31.980733,-141.946877,32.106019,-140.280997,77.717938,-139.898959,48.778001,151.007422,-12.533973,81.334669,-412.469497,104.079283,427.380049,-7.077274,81.416885,-63.04426,-137.84663,63.525901,-147.59849,84.682999,330.612075,45.988644,1,350.0,-16.916403,1,713.5,0.0,1,0.0,0.0,0,520.009478,0.0,1,245.665176,-1.609912,1,590.676426,0.0,1,155.0,13.568017,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 05:00:00,noise_5pct,5.0,1088.188379,1233.960958,1258.866457,3581.015794,1286.801089,1156.060129,1229.349889,3672.211107,3706.883326,125.867546,-12.980635,14.07696,2.178253,39.051071,-59.611653,1,51.25,49.5,35.5065,34.61625,36.6705,845.0,379.532941,360.901333,0.0,140.781464,1980.667588,0.0,0.0,0.0,0.0,39.051071,360.901333,0.0,23.146551,706.157717,0.0,0.0,1129.256672,845.0,340.48187,0.0,0.0,90.455098,0.0,0.0,0.0,1275.936969,0.0,0.0,0.0,0.0,27.179815,1274.509871,0.0,0.0,1301.689685,5,2,1,0,1.05,15.533563,-127.146221,50.142463,1.0428,11.179863,-121.037093,0.291985,1.05,5.309916,196.303274,-37.298301,1.0437,2.524593,-110.032705,-23.945788,1.05,15.694805,-147.088607,-19.196626,1.0422,14.62339,-140.021287,-55.249458,1.05,-9.126541,-47.72756,7.621572,1.049111,-6.950052,-77.934376,-16.019844,1.0347,0.0,-62.131357,-80.22996,1.05,3.53412,-0.0,21.09168,1.05081,4.733516,-0.0,-0.0,1.049436,11.594746,-0.0,-0.0,-24.066669,4.926178,24.307907,-8.848324,14.089898,-63.76016,-10.975272,64.140477,-3.235665,12.505629,-30.759277,-5.210972,30.846101,-11.248468,6.249093,-104.385553,6.130973,105.60547,-18.638705,20.426222,106.563805,-19.868465,-105.217526,6.604201,20.647655,217.351637,-9.269583,-204.414221,55.392204,116.773442,-34.450447,-141.637776,34.596036,-140.093968,77.925929,-141.270964,49.619986,152.615843,-12.468979,82.19225,-406.734258,101.679152,421.217892,-7.90275,80.246099,-62.229329,-138.152832,62.700066,-145.894886,83.876901,360.901333,42.433725,1,350.0,-13.566771,1,706.157717,0.0,1,0.0,0.0,0,578.063007,0.0,1,340.48187,-7.856425,1,586.27829,0.0,1,155.0,17.678832,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 06:00:00,noise_5pct,5.0,1257.922526,1213.109258,1278.964587,3749.996371,1347.086838,1233.220526,1368.198355,3948.505719,3877.266988,127.270617,-7.006893,11.74217,-1.573134,36.403071,-51.620883,1,52.916667,51.5,37.17075,36.92725,40.81325,973.472416,380.208168,400.0,0.0,141.493312,1982.084429,0.008664,0.0,0.0,158.472416,36.403071,400.0,0.0,24.181028,682.482226,0.008664,0.0,1301.547404,815.0,343.805097,0.0,0.0,95.021823,0.0,0.0,0.0,1253.82692,0.0,0.0,0.0,0.0,22.290461,1299.602203,0.0,0.0,1321.892664,6,2,1,0,1.05,15.061686,-146.978316,51.310428,1.0428,10.81706,-139.916295,-0.093496,1.05,5.19072,202.062858,-37.863768,1.0437,2.360754,-106.303381,-23.479982,1.05,15.16644,-149.436915,-18.999898,1.0422,14.23498,-142.256763,-50.633918,1.05,-9.485335,-55.172041,16.662512,1.049291,-7.496655,-76.617427,-15.749138,1.0347,0.0,-80.561655,-75.455205,1.05,3.330033,-0.0,23.578993,1.05079,4.581944,-0.0,-0.0,1.049414,11.202164,-0.0,-0.0,-22.020535,4.193785,22.221951,-8.269411,12.912517,-59.741362,-11.686594,60.075701,-2.869177,11.766443,-32.092701,-4.972456,32.187277,-11.429292,6.501062,-105.599042,6.375821,106.847705,-18.65073,20.659671,104.025908,-19.8077,-102.74276,6.038383,20.170461,233.710392,-8.827736,-218.680147,63.00404,125.857089,-33.708147,-141.550592,33.847872,-139.652209,77.864773,-148.371372,55.61729,161.075864,-13.233938,86.97239,-392.318779,95.760999,405.759159,-9.866963,77.310307,-67.37822,-136.773632,67.93098,-147.159919,85.578967,400.0,34.600676,1,350.0,-13.67333,1,682.482226,0.0,1,0.0,0.0,0,565.963694,0.0,1,343.805097,-8.919407,1,630.101987,0.0,1,155.0,17.206577,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 07:00:00,noise_5pct,5.0,1190.415909,1190.471547,1402.027201,3782.914658,1305.486145,1220.659531,1460.61373,3986.759406,3906.29732,123.382662,-14.162749,12.271293,5.145493,31.112045,-54.982237,1,63.083333,69.166667,36.022,36.552,43.57175,844.531841,254.174869,396.0,0.0,217.587793,1959.675586,234.327231,0.0,0.0,29.531841,31.112045,396.0,0.0,23.841029,674.89905,71.193786,0.0,1226.577752,815.0,223.062824,0.0,0.0,150.077443,0.0,42.38295,0.0,1230.523217,0.0,0.0,0.0,0.0,43.66932,1284.776536,120.750495,0.0,1449.196351,7,2,1,0,1.05,15.359885,-135.266746,49.40627,1.0428,11.055709,-132.407664,-1.01917,1.05,4.52364,83.965622,-24.722262,1.0437,2.6821,-45.918529,-33.283322,1.05,15.816129,-163.81581,-17.101621,1.0422,14.635369,-155.94478,-54.912471,1.05,-9.137612,-52.211224,12.148585,1.049727,-6.913411,-75.187677,-15.455245,1.0347,0.0,-79.57575,-77.537486,1.05,3.353089,-0.0,22.06316,1.050912,4.319635,-0.0,-0.0,1.049481,11.653731,-0.0,-0.0,-24.707111,4.713378,24.959075,-8.597258,14.370132,-67.621733,-10.280605,68.049157,-3.577032,13.220983,-24.846147,-6.267975,24.902611,-10.417785,5.137234,-101.851257,5.623728,103.012242,-18.608793,19.938963,106.99675,-19.878219,-105.63955,6.701318,20.729068,213.796754,-8.78544,-201.27895,53.299326,114.863147,-43.379987,-140.567877,43.611639,-139.83391,78.815146,-143.534131,51.05888,155.27734,-12.379338,83.61749,-387.794645,93.937217,400.916342,-10.451002,76.390959,-65.446411,-137.263982,65.967102,-147.118205,85.088202,396.0,33.325194,1,350.0,-14.057882,1,674.89905,0.0,1,0.0,0.0,0,598.168985,0.0,1,223.062824,3.681971,1,573.764843,0.0,1,155.0,15.504551,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 08:00:00,noise_5pct,5.0,1215.150738,1209.272334,1513.955213,3938.378286,1232.508659,1204.061074,1566.102499,4002.672232,4048.972657,110.594371,-28.973781,10.437794,20.926434,22.211709,-52.144598,1,77.25,62.083333,34.009,36.05375,46.718,815.0,193.418442,318.840195,0.0,245.199815,1706.687,769.827204,0.0,0.0,0.0,22.211709,318.840195,0.0,23.049121,712.836779,163.493239,0.0,1240.431043,815.0,171.206733,0.0,0.0,187.073678,0.0,73.876359,0.0,1247.15677,0.0,0.0,0.0,0.0,35.077017,993.850222,532.457605,0.0,1561.384843,8,2,1,0,1.05,16.039212,-109.389087,48.769873,1.0428,11.564213,-135.158872,-2.219678,1.05,4.077268,29.912808,-18.150912,1.0437,2.659576,-10.171516,-37.671484,1.05,14.821145,-176.893714,-13.515216,1.0422,14.143719,-168.394317,-60.604362,1.05,-9.26218,-53.296085,13.489694,1.049451,-7.085377,-76.375095,-15.699325,1.0347,0.0,-90.775991,-75.168506,1.05,3.549239,-0.0,23.321169,1.050933,4.060402,-0.0,-0.0,1.049932,13.555213,-0.0,-0.0,-24.132091,4.72202,24.373404,-8.645452,14.081543,-67.069644,-10.380593,67.490158,-3.528874,13.118432,-13.232628,-8.020459,13.248535,-8.965766,3.044371,-74.835911,0.559359,75.460583,-17.889237,14.771824,95.762344,-19.567373,-94.674303,4.237207,18.617339,146.92323,-9.288486,-141.034404,28.319614,78.813694,-61.571976,-138.489007,62.038108,-141.700077,82.211638,-114.983763,32.955102,122.229433,-11.547174,65.727976,-410.779562,103.369355,425.563614,-7.323124,81.071737,-65.341959,-137.361941,65.861154,-146.825402,84.949908,318.840195,45.827296,1,350.0,-15.240834,1,712.836779,0.0,1,0.0,0.0,0,489.433904,0.0,1,171.206733,10.701901,1,418.005241,0.0,1,155.0,15.04262,1,0.0,0.0,0,0.0,0.0,0
2020-01-01 09:00:00,noise_5pct,5.0,1055.301324,1275.13406,1616.283431,3946.718815,1184.20955,1209.444357,1638.682379,4032.336286,4028.877619,82.158804,-31.539543,7.607012,24.888728,6.564433,-73.804343,1,71.083333,71.583333,32.6775,36.21375,48.8835,815.0,232.36131,200.64259,0.0,270.768879,1349.51802,1160.58682,0.0,0.0,0.0,6.564433,200.64259,0.0,23.356614,541.430674,284.442944,0.0,1056.437255,815.0,225.796877,0.0,0.0,186.049893,0.0,84.018908,0.0,1310.865679,0.0,0.0,0.0,0.0,61.362372,808.087346,792.124968,0.0,1661.574686,9,2,1,0,1.05,11.503079,-73.387959,25.993053,1.0428,8.066327,-117.37913,-29.409661,1.05,3.460798,76.807529,-23.627806,1.0437,1.746819,-9.110466,-35.898823,1.05,11.016895,-188.849959,-12.90495,1.0422,9.980471,-179.776087,-55.957312,1.05,-9.231974,-46.285146,7.362274,1.048153,-8.494109,-80.534783,-16.554372,1.0347,0.0,-26.762552,-93.799526,1.05,2.434747,-0.0,8.872538,1.050847,3.214123,-0.0,-0.0,1.050416,10.339923,-0.0,-0.0,-7.934,0.905615,7.962207,-5.639959,5.319481,-44.664418,-14.249778,44.853886,-1.392527,9.062042,-20.05931,-6.897252,20.096053,-9.933389,4.266471,-40.931684,-4.920139,41.118185,-15.961928,8.401465,65.820412,-18.151484,-65.305134,-1.760791,13.005219,78.255428,-7.646711,-76.563591,10.572635,42.297765,-76.961116,-135.446289,77.693147,-143.026067,86.556993,-88.370201,22.414462,92.591822,-12.576719,50.26687,-319.001681,68.135936,327.779848,-17.467502,62.522846,-67.487634,-136.905189,68.04307,-146.293241,85.283221,200.64259,22.152345,1,350.0,-16.873621,1,541.430674,0.0,1,0.0,0.0,0,458.670033,0.0,1,225.796877,6.796445,1,254.196025,0.0,1,155.0,15.950321,1,0.0,0.0,0,0.0,0.0,0
