feature,score,selected
da_as_as_req_mw_thirty_minutes_reserve,988876416.0,True
gen_fuel_multiple_fuels_pct,235760288.0,True
da_as_as_req_mw_primary_reserve,201439120.0,True
gross_sched_interchange_mw,169406784.0,True
gen_fuel_nuclear_mw,152546480.0,True
marginal_loss_price_da,150553264.0,True
total_pjm_reg_purchases,111900856.0,True
system_energy_price_da,100847840.0,True
gen_fuel_coal_mw,94133560.0,True
total_pjm_assigned_reg,93355776.0,True
total_losses,90339488.0,False
total_lmp_da,65654632.0,False
gen_fuel_coal_pct,52502476.0,False
marginal_loss_price_rt,43055388.0,False
gen_fuel_nuclear_pct,42478728.0,False
da_as_mcp_synchronized_reserve,39046600.0,False
gen_fuel_other_renewables_mw,35934788.0,False
da_as_total_mw_thirty_minutes_reserve,34335496.0,False
total_pjm_rmpcp_cr,33387756.0,False
gen_fuel_gas_mw,30418064.0,False
gen_fuel_wind_pct,30030864.0,False
gross_inadv_interchange_mw,27127982.0,False
gen_fuel_other_renewables_pct,25595228.0,False
forecast_load_mw_day_ahead,20973970.0,False
da_as_as_mw_thirty_minutes_reserve,18482774.0,False
solar_generation_mw,17376710.0,False
da_as_total_mw_synchronized_reserve,17254194.0,False
prelim_load_avg_hourly,16439253.0,False
da_as_nsr_mw_primary_reserve,15953333.0,False
gen_fuel_wind_mw,14868305.0,False
congestion_price_rt,14510063.0,False
total_pjm_rt_load_mwh,14460691.0,False
gen_fuel_hydro_pct,13963164.0,False
rmpcp,13916869.0,False
gen_fuel_solar_mw,12948026.0,False
da_as_as_req_mw_synchronized_reserve,12427568.0,False
gen_fuel_multiple_fuels_mw,12312489.0,False
metered_load_mw,11949569.0,False
forecast_load_mw_latest_available,11822296.0,False
gross_actual_interchange_mw,11467405.0,False
congestion_price_da,11265422.0,False
da_as_ss_mw_primary_reserve,11170186.0,False
da_as_total_mw_primary_reserve,10857858.0,False
gen_fuel_oil_mw,10797961.0,False
wind_generation_mw,10406154.0,False
da_as_as_mw_synchronized_reserve,10364871.0,False
da_as_ss_mw_synchronized_reserve,10000814.0,False
system_energy_price_rt,9928861.0,False
gen_fuel_hydro_mw,9882571.0,False
net_inadv_interchange_mw,9356937.0,False
gen_fuel_oil_pct,8637474.0,False
gen_fuel_gas_pct,8566750.0,False
total_lmp_rt,7849358.5,False
total_pjm_self_sched_reg,7748361.5,False
total_pjm_loc_credit,7367203.0,False
gen_fuel_solar_pct,7345210.5,False
rmccp,7185695.5,False
da_as_mcp_primary_reserve,7144389.0,False
total_pjm_rmccp_cr,6889783.5,False
gen_fuel_storage_mw,6712194.5,False
da_as_as_mw_primary_reserve,5296811.5,False
gen_fuel_storage_pct,0.0,False
da_as_mcp_thirty_minutes_reserve,0.0,False
da_as_ss_mw_thirty_minutes_reserve,0.0,False
da_as_ircmwt2_primary_reserve,0.0,False
da_as_ircmwt2_synchronized_reserve,0.0,False
da_as_ircmwt2_thirty_minutes_reserve,0.0,False
